organism,seedid,oxygenstat,metabolism,gram,mtype,genes,reactions,metabolites,draftcreator,draftcreated,ncbiid,platform,kingdom,phylum,class,order,family,genus,species,file,strain,kbaseid,id,summary_rank,tax,samples,relative,reads
Roseburia hominis A2-183,Roseburia hominis A2-183 (585394.18),Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Negative,Commensal,730.0,1150.0,919.0,chenry,09/10/14,585394.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia_hominis.json,Roseburia hominis A2-183,kb|g.26995,Roseburia_hominis,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis,SRR11599166,0.0011260878778360719,11.260878778360718
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,SRR11599166,0.10000000000000002,1000.0000000000002
,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,SRR11599166,0.1887493406231731,1887.4934062317311
Ruminococcus bicirculans 80/3,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,532.0,1032.0,816.0,Eugen Bauer,06/01/14,1160721.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bicirculans,Ruminococcus_bicirculans.json,Ruminococcus bicirculans 80/3,,Ruminococcus_bicirculans,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,SRR11599166,0.015324293170584355,153.24293170584355
Ruminococcus bromii L2-63,Ruminococcus bromii L2-63 (657321.5),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,480.0,1078.0,863.0,Ines Thiele,04/20/12,657321.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii,Ruminococcus_bromii.json,Ruminococcus bromii L2-63,,Ruminococcus_bromii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,SRR11599166,0.03196914341878056,319.69143418780556
Ruminococcus sp. 5_1_39BFAA,Ruminococcus sp. 5_1_39BFAA (457412.4),Obligate anaerobe,"Saccharolytic, fermentative",Structurally positive but may stain negative,Commensal,780.0,1093.0,898.0,Ines Thiele,06/29/12,457412.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. 5_1_39BFAA,Ruminococcus_sp__5_1_39BFAA.json,Ruminococcus sp. 5_1_39BFAA,,Ruminococcus_sp__5_1_39BFAA,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_AF41_9,SRR11599166,0.002929962533870553,29.299625338705532
Dialister invisus DSM 15470,Dialister invisus DSM 15470 (592028.3),Obligate anaerobe,Fermentative,Negative,Commensal,500.0,964.0,788.0,Laura Kutt,04/18/16,592028.0,ModelSEED,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus,Dialister_invisus.json,Dialister invisus DSM 15470,kb|g.2571,Dialister_invisus,species,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus,SRR11599166,0.10202855120446168,1020.2855120446168
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila ATCC BAA-835 (349741.6),Obligate anaerobe,"Saccharolytic, fermentative",Negative,Commensal,643.0,2274.0,1275.0,Eugen Bauer,08/03/14,349741.0,Kbase,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia_muciniphila.json,Akkermansia muciniphila ATCC BAA-835,,Akkermansia_muciniphila,species,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,SRR11599166,0.024070748315677314,240.70748315677312
,Bifidobacterium adolescentis ATCC 15703 (367928.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium_adolescentis.json,,,Bifidobacterium_adolescentis,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,SRR11599167,0.20947836652510501,2094.78366525105
,Bifidobacterium catenulatum DSM 16992 = JCM 1194 (566552.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium_catenulatum.json,,,Bifidobacterium_catenulatum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,SRR11599167,0.14071970792783825,1407.1970792783825
Bifidobacterium pseudocatenulatum DSM 20438,Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 (547043.8),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,539.0,885.0,729.0,Ines Thiele,04/20/12,547043.0,ModelSEED,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium_pseudocatenulatum.json,Bifidobacterium pseudocatenulatum DSM 20438,,Bifidobacterium_pseudocatenulatum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,SRR11599167,0.14071970792783825,1407.1970792783825
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium_longum.json,,,Bifidobacterium_longum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,SRR11599167,0.032856035270837906,328.56035270837907
Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,469.0,1097.0,874.0,chenry,04/15/16,1437595.0,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudolongum,Bifidobacterium_pseudolongum.json,Bifidobacterium pseudolongum subsp. Pseudolongum DSM 20099,kb|g.239965,Bifidobacterium_pseudolongum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,SRR11599167,0.032856035270837906,328.56035270837907
Collinsella aerofaciens ATCC 25986,Collinsella aerofaciens ATCC 25986 (411903.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,540.0,878.0,732.0,Ines Thiele,04/20/12,411903.0,ModelSEED,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella_aerofaciens.json,Collinsella aerofaciens ATCC 25986,,Collinsella_aerofaciens,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens,SRR11599167,0.08495380538551442,849.5380538551442
Adlercreutzia equolifaciens DSM 19450,,Obligate anaerobe,"Asaccharolytic, nonfermentative",Positive,Commensal,590.0,942.0,813.0,chenry,09/09/14,1384484.0,Kbase,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia_equolifaciens.json,Adlercreutzia equolifaciens DSM 19450,,Adlercreutzia_equolifaciens,species,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens,SRR11599167,0.004223231540090491,42.23231540090491
Bacteroides cellulosilyticus DSM 14838,Bacteroides cellulosilyticus DSM 14838 (537012.5),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,853.0,1301.0,1012.0,Ines Thiele,04/20/12,537012.0,ModelSEED,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides_cellulosilyticus.json,Bacteroides cellulosilyticus DSM 14838,,Bacteroides_cellulosilyticus,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus,SRR11599167,0.001432322343983244,14.32322343983244
Bacteroides uniformis ATCC 8492,Bacteroides uniformis ATCC 8492 (411479.10),Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,851.0,1196.0,962.0,Ines Thiele,04/20/12,411479.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides_uniformis.json,Bacteroides uniformis ATCC 8492,,Bacteroides_uniformis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,SRR11599167,0.0014624205885416062,14.624205885416062
,,Nanaerobe,"Saccharolytic, fermentative",Negative,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides_xylanisolvens.json,,,Bacteroides_xylanisolvens,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,SRR11599167,0.002035224550724973,20.35224550724973
Alistipes putredinis DSM 17216,Alistipes putredinis DSM 17216 (445970.5),Obligate anaerobe,"Weakly saccharolytic, fermentative",Negative,Commensal,421.0,858.0,721.0,chenry,09/09/14,445970.0,Kbase,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes_putredinis.json,Alistipes putredinis DSM 17216,kb|g.1522,Alistipes_putredinis,species,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,SRR11599167,0.005247717462999178,52.47717462999178
Eubacterium ramulus ATCC 29099,,Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Positive,Commensal,681.0,1129.0,910.0,chenry,09/09/14,1256908.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ramulus,Eubacterium_ramulus.json,Eubacterium ramulus ATCC 29099,kb|g.208433,Eubacterium_ramulus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus,SRR11599167,0.0019378478771538007,19.378478771538006
Eubacterium ventriosum ATCC 27560,Eubacterium ventriosum ATCC 27560 (411463.4),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,553.0,1389.0,1066.0,Ines Thiele,04/20/12,411463.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum,Eubacterium_ventriosum.json,Eubacterium ventriosum ATCC 27560,,Eubacterium_ventriosum,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum,SRR11599167,0.001173831537776132,11.73831537776132
Eubacterium hallii DSM 3353,Eubacterium hallii DSM 3353 (411469.3),Obligate anaerobe,"Saccharolytic, fermentative, acetate and lactate converted to butyrate",Positive,Commensal,686.0,1647.0,1189.0,Ines Thiele,04/20/12,411469.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum_hallii.json,Eubacterium hallii DSM 3353,,Anaerobutyricum_hallii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii,SRR11599167,0.011202066722982745,112.02066722982745
Anaerostipes hadrus DSM 3319,Anaerostipes hadrus DSM 3319 (649757.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,812.0,1704.0,1227.0,chenry,09/10/14,649757.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes_hadrus.json,Anaerostipes hadrus DSM 3319,kb|g.32259,Anaerostipes_hadrus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,SRR11599167,0.006496846685258687,64.96846685258687
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,,,,,,,,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia obeum,Blautia_obeum.json,,kb|g.1354,Blautia_obeum,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum,SRR11599167,0.004247393452677135,42.47393452677135
Blautia wexlerae DSM 19850,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,,855.0,1249.0,1006.0,Laura Kutt,04/18/16,1121115.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia wexlerae,Blautia_wexlerae.json,Blautia wexlerae DSM 19850,kb|g.207068,Blautia_wexlerae,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,SRR11599167,0.030863510651839336,308.63510651839334
Coprococcus catus GD/7,Coprococcus catus GD/7 (717962.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,843.0,1783.0,1276.0,Laura Kutt,04/18/16,717962.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus catus,Coprococcus_catus.json,Coprococcus catus GD/7,kb|g.3102,Coprococcus_catus,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,SRR11599167,0.0036042908224076277,36.04290822407628
Coprococcus comes ATCC 27758,Coprococcus comes ATCC 27758 (470146.3),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,735.0,1074.0,879.0,Ines Thiele,04/20/12,470146.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus comes,Coprococcus_comes.json,Coprococcus comes ATCC 27758,,Coprococcus_comes,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,SRR11599167,0.012526597775900575,125.26597775900575
Dorea formicigenerans ATCC 27755,Dorea formicigenerans ATCC 27755 (411461.4),Obligate anaerobe,"Saccharolytic, fermentative",Positive,,762.0,2072.0,1356.0,Laura Kutt,04/18/16,411461.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea_formicigenerans.json,Dorea formicigenerans ATCC 27755,kb|g.1356,Dorea_formicigenerans,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,SRR11599167,0.005189812189731187,51.89812189731187
Dorea longicatena DSM 13814,Dorea longicatena DSM 13814 (411462.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,697.0,1536.0,1131.0,Ines Thiele,06/29/12,411462.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea_longicatena.json,Dorea longicatena DSM 13814,,Dorea_longicatena,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,SRR11599167,0.011186653089091267,111.86653089091267
Ruminococcus lactaris ATCC 29176,Ruminococcus lactaris ATCC 29176 (471875.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,608.0,2046.0,1255.0,Ines Thiele,04/20/12,471875.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] lactaris,_Ruminococcus__lactaris.json,Ruminococcus lactaris ATCC 29176,,_Ruminococcus__lactaris,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_lactaris,SRR11599167,0.0038469514100234904,38.4695141002349
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,,,,Ines Thiele,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,_Ruminococcus__torques.json,,,_Ruminococcus__torques,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_torques,SRR11599167,0.005903421780436719,59.034217804367195
Roseburia inulinivorans DSM 16841,Roseburia inulinivorans DSM 16841 (622312.4),Obligate anaerobe,"Saccharolytic, fermentative, acetate converted to butyrate",Negative,Commensal,681.0,2063.0,1304.0,Ines Thiele,06/25/12,622312.0,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,Roseburia_inulinivorans.json,Roseburia inulinivorans DSM 16841,,Roseburia_inulinivorans,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,SRR11599167,0.002126873184674312,21.26873184674312
,,Obligate anaerobe,"Proteolytic, few carbohydrates fermented",Positive,Opportunistic pathogen,,,,,,,ModelSEED,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides_difficile.json,,,Clostridioides_difficile,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides_difficile,SRR11599167,0.09999999999999996,999.9999999999997
,,,"Saccharolytic, fermentative, acetate converted to butyrate",Structurally positive but stains negative,Commensal,,,,,,,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,Faecalibacterium_prausnitzii.json,,,Faecalibacterium_prausnitzii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,SRR11599167,0.08844634736220883,884.4634736220883
Ruminococcus bromii L2-63,Ruminococcus bromii L2-63 (657321.5),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Commensal,480.0,1078.0,863.0,Ines Thiele,04/20/12,657321.0,Kbase,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus bromii,Ruminococcus_bromii.json,Ruminococcus bromii L2-63,,Ruminococcus_bromii,species,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,SRR11599167,0.04663738616244489,466.37386162444886
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii ATCC 35061 (420247.6),Obligate anaerobe,"Uses carbon dioxide, hydrogen and formate as energy sources and acetate as carbon source",Positive,Commensal,407.0,714.0,656.0,Ines Thiele,06/29/12,420247.0,Kbase,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,Methanobrevibacter_smithii.json,Methanobrevibacter smithii ATCC 35061,,Methanobrevibacter_smithii,species,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,SRR11599169,0.00126589786110269,12.6589786110269
,Bifidobacterium adolescentis ATCC 15703 (367928.6),Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium_adolescentis.json,,,Bifidobacterium_adolescentis,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,SRR11599169,0.09505967476303895,950.5967476303895
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,Kbase,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium_bifidum.json,,,Bifidobacterium_bifidum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,SRR11599169,0.04118828403633755,411.8828403633755
,,Obligate anaerobe,"Saccharolytic, fermentative",Positive,Probiotic,,,,,,,,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium_longum.json,,,Bifidobacterium_longum,species,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,SRR11599169,0.014929331720142925,149.29331720142926
